,Order_ID,Agent_Age,Agent_Rating,Store_Latitude,Store_Longitude,Drop_Latitude,Drop_Longitude,Order_Date,Order_Time,Pickup_Time,Weather,Traffic,Vehicle,Area,Delivery_Time,Category,Premium_Delivery
28200,apjh091312509,20,4.5,12.310972,76.659264,12.360972,76.709264,2022-03-30,22:35:00,22:50:00,Fog,Low ,motorcycle ,Metropolitian ,80,Jewelry,900
28201,qdwd739468230,38,4.6,22.310237,73.158921,22.340237,73.188921,2022-03-11,22:45:00,23:00:00,Windy,Low ,scooter ,Metropolitian ,110,Electronics,900
28202,dmlu040968499,26,4.2,26.849596,75.800512,26.959596,75.910512,2022-03-25,19:30:00,19:45:00,Fog,Jam ,scooter ,Urban ,220,Toys,900
28203,aaer219698621,26,4.9,13.022394,80.242439,13.052394,80.272439,2022-03-24,17:15:00,17:25:00,Sunny,Medium ,scooter ,Metropolitian ,75,Toys,600
28204,gpic290297721,26,4.8,12.323978,76.627961,12.333978,76.637961,2022-03-30,08:40:00,08:55:00,Cloudy,Low ,scooter ,Metropolitian ,80,Books,900
28205,nubh485541753,38,4.3,22.760072,75.892574,22.890072,76.022574,2022-03-25,22:55:00,23:10:00,Cloudy,Low ,motorcycle ,Urban ,185,Books,900
28206,ppyg097159335,30,4.7,12.316967,76.603067,12.426967,76.713067,2022-03-29,23:35:00,23:40:00,Sunny,Low ,scooter ,Urban ,85,Kitchen,300
28207,ridv873192288,32,4.7,11.022169,76.999594,11.072169,77.049594,2022-03-03,20:50:00,20:55:00,Fog,Jam ,scooter ,Metropolitian ,145,Clothing,300
28208,yuoe907622935,26,4.7,13.022394,80.242439,13.112394,80.332439,2022-03-20,23:40:00,23:45:00,Sandstorms,Low ,scooter ,Metropolitian ,75,Clothing,300
28209,vekh508941225,22,4.4,21.17106,72.789292,21.18106,72.799292,2022-04-01,11:00:00,11:05:00,Stormy,Low ,motorcycle ,Metropolitian ,85,Sports,300
28210,jgzn593485885,34,4.9,12.914264,77.6784,12.964264,77.7284,2022-03-17,21:20:00,21:25:00,Sunny,Jam ,motorcycle ,Metropolitian ,115,Sports,300
28211,fggc545107981,28,4.6,22.311358,73.164798,22.441358,73.294798,2022-03-04,17:30:00,17:35:00,Cloudy,Medium ,scooter ,Metropolitian ,125,Sports,300
28212,mmkv584123129,29,4.8,13.066762,80.251865,13.116762,80.301865,2022-03-28,22:55:00,23:05:00,Sandstorms,Low ,scooter ,Metropolitian ,50,Skincare,600
28213,xwly384940671,24,4.8,0.0,0.0,0.09,0.09,2022-04-04,20:45:00,20:55:00,Stormy,Jam ,motorcycle ,Metropolitian ,135,Clothing,600
28214,fkod417543355,23,4.5,12.352058,76.60665,12.442058,76.69665,2022-03-02,19:10:00,19:25:00,Stormy,Jam ,motorcycle ,Metropolitian ,120,Snacks,900
28215,stxm554635819,26,4.5,12.284747,76.625861,12.304747,76.645861,2022-03-21,09:10:00,09:15:00,Fog,Low ,scooter ,Metropolitian ,55,Cosmetics,300
28216,kful507979424,29,4.7,22.744648,75.894377,22.784648,75.934377,2022-03-17,16:40:00,16:45:00,Cloudy,Medium ,motorcycle ,Metropolitian ,120,Skincare,300
28217,hppn770490372,20,5.0,22.527893,88.368628,22.557893,88.398628,2022-02-11,18:25:00,18:30:00,Windy,Medium ,motorcycle ,Metropolitian ,105,Books,300
28218,glsz454712175,38,3.7,17.422819,78.449578,17.532819,78.559578,2022-03-27,23:40:00,23:55:00,Fog,Low ,motorcycle ,Urban ,170,Cosmetics,900
28219,sula161293295,38,5.0,17.422819,78.449578,17.442819,78.469578,2022-03-03,11:15:00,11:20:00,Fog,High ,motorcycle ,Urban ,29,Grocery,300
28220,camo590317962,32,4.5,0.0,0.0,0.01,0.01,2022-03-03,10:50:00,11:00:00,Fog,Low ,motorcycle ,Urban ,80,Toys,600
28221,pkxf220213475,22,4.6,12.934365,77.616155,13.014365,77.696155,2022-03-08,20:30:00,20:40:00,Sunny,Jam ,scooter ,Metropolitian ,50,Kitchen,600
28222,rzvt599332727,38,4.7,13.049645,80.242268,13.099645,80.292268,2022-03-19,23:25:00,23:35:00,Cloudy,Low ,motorcycle ,Metropolitian ,145,Snacks,600
28223,xmjn019874783,23,4.8,11.022169,76.999594,11.062169,77.039594,2022-03-30,14:55:00,15:00:00,Sunny,High ,scooter ,Metropolitian ,70,Shoes,300
28224,wven869285185,32,4.9,0.0,0.0,0.13,0.13,2022-02-12,20:00:00,20:15:00,Cloudy,Jam ,scooter ,Urban ,235,Skincare,900
28225,hsjy709337374,20,4.9,30.899584,75.809346,31.009584,75.919346,2022-02-16,18:15:00,18:30:00,Sunny,Medium ,scooter ,Urban ,55,Jewelry,900
28226,kczr927666303,35,4.8,18.592718,73.773572,18.722718,73.903572,2022-03-25,23:50:00,23:55:00,Cloudy,Low ,scooter ,Metropolitian ,145,Skincare,300
28227,ogyr266898057,37,5.0,26.483042,80.317833,26.493042,80.327833,2022-02-11,10:00:00,10:10:00,Stormy,Low ,scooter ,Metropolitian ,135,Toys,600
28228,fqsw257951260,20,4.6,0.0,0.0,0.08,0.08,2022-03-23,17:35:00,17:45:00,Fog,Medium ,scooter ,Metropolitian ,135,Home,600
28229,epmp116682402,34,4.8,0.0,0.0,0.13,0.13,2022-03-23,00:00:00,00:05:00,Stormy,Low ,scooter ,Urban ,90,Books,300
28230,poio311598157,27,4.2,11.008638,76.984311,11.018638,76.994311,2022-03-28,08:10:00,08:20:00,Stormy,Low ,motorcycle ,Metropolitian ,25,Grocery,600
28231,msbb363528995,35,5.0,22.753659,75.903365,22.843659,75.993365,2022-03-12,23:30:00,23:45:00,Sunny,Low ,motorcycle ,Metropolitian ,20,Grocery,900
28232,vpwj513903878,37,4.8,0.0,0.0,0.03,0.03,2022-03-13,17:40:00,17:55:00,Stormy,Medium ,motorcycle ,Metropolitian ,125,Pet Supplies,900
28233,tquf987150043,32,4.6,11.003681,76.975525,11.043681,77.015525,2022-03-17,15:45:00,15:50:00,Sandstorms,Medium ,motorcycle ,Metropolitian ,140,Sports,300
28234,dacb923154355,27,4.6,12.98041,77.640489,13.04041,77.700489,2022-03-09,20:40:00,20:50:00,Sandstorms,Jam ,motorcycle ,Metropolitian ,165,Jewelry,600
28235,tnsy610560738,27,4.9,21.170096,72.789122,21.200096,72.819122,2022-03-21,17:35:00,17:50:00,Windy,Medium ,motorcycle ,Metropolitian ,145,Apparel,900
28236,ociy723150449,23,4.9,22.527893,88.368628,22.637893,88.478628,2022-02-12,23:55:00,00:05:00,Stormy,Low ,scooter ,Metropolitian ,18,Grocery,600
28237,wsle132703630,30,4.7,21.186438,72.794115,21.236438,72.844115,2022-03-28,19:10:00,19:25:00,Sandstorms,Jam ,motorcycle ,Metropolitian ,145,Sports,900
28238,jjjk245633425,21,4.9,18.563934,73.915367,18.633934,73.985367,2022-03-04,17:40:00,17:50:00,Cloudy,Medium ,motorcycle ,Metropolitian ,175,Cosmetics,600
28239,tdaz820588929,31,4.6,12.906229,77.596791,12.916229,77.606791,2022-03-30,08:35:00,08:45:00,Stormy,Low ,scooter ,Metropolitian ,125,Sports,600
28240,bedx521032648,37,4.3,22.32,73.17,22.43,73.28,2022-03-20,21:25:00,21:40:00,Fog,Jam ,scooter ,Metropolitian ,43,Grocery,900
28241,cutr309409437,26,5.0,10.028047,76.310019,10.118047,76.400019,2022-02-12,21:25:00,21:40:00,Windy,Jam ,motorcycle ,Metropolitian ,90,Electronics,900
28242,wxkc718819269,25,4.8,23.184992,77.417227,23.224992,77.457227,2022-02-15,13:50:00,14:00:00,Sunny,High ,motorcycle ,Urban ,65,Apparel,600
28243,uuus328811901,39,4.7,0.0,0.0,0.02,0.02,2022-03-05,09:55:00,10:00:00,Stormy,Low ,scooter ,Urban ,100,Electronics,300
28244,qcjq538220168,33,4.5,12.935662,77.61413,13.015662,77.69413,2022-03-20,23:50:00,00:05:00,Fog,Low ,motorcycle ,Metropolitian ,180,Cosmetics,900
28245,lfjm389150537,30,4.8,26.846156,75.8023,26.976156,75.9323,2022-03-04,19:25:00,19:35:00,Sunny,Jam ,scooter ,Metropolitian ,85,Snacks,600
28246,cjco738016790,35,5.0,22.533662,88.366217,22.583662,88.416217,2022-02-15,18:25:00,18:40:00,Windy,Medium ,motorcycle ,Urban ,165,Outdoors,900
28247,mzur308101636,29,4.6,12.310972,76.659264,12.350972,76.699264,2022-03-09,15:15:00,15:30:00,Sunny,Medium ,motorcycle ,Metropolitian ,70,Books,900
28248,jfbv186880360,36,4.9,17.451976,78.385883,17.511976,78.445883,2022-03-11,19:00:00,19:05:00,Sunny,Medium ,van,Metropolitian ,115,Books,300
28249,irkm759600910,24,4.4,11.02091,76.940432,11.13091,77.050432,2022-03-20,21:45:00,22:00:00,Cloudy,Jam ,scooter ,Metropolitian ,160,Cosmetics,900
28250,vnol730342265,20,4.9,18.569156,73.774723,18.609156,73.814723,2022-03-13,15:25:00,15:40:00,Windy,Medium ,scooter ,Metropolitian ,115,Books,900
28251,gvhz507116683,21,5.0,22.725835,75.887648,22.805835,75.967648,2022-03-10,19:25:00,19:40:00,Fog,Jam ,motorcycle ,Metropolitian ,215,Cosmetics,900
28252,kawl549916574,38,4.9,22.75004,75.902847,22.77004,75.922847,2022-04-01,12:00:00,12:15:00,Windy,High ,motorcycle ,Urban ,170,Books,900
28253,tdhd600760626,31,4.7,-26.463504,80.372929,26.473504,80.382929,2022-02-11,09:45:00,09:55:00,Stormy,Low ,motorcycle ,Metropolitian ,115,Shoes,600
28254,iarc407716456,37,4.9,22.732225,75.874765,22.782225,75.924765,2022-03-24,22:20:00,22:25:00,Cloudy,Low ,motorcycle ,Metropolitian ,95,Toys,300
28255,hxxg305732728,25,4.8,22.732225,75.874765,22.842225,75.984765,2022-03-12,22:50:00,23:00:00,Cloudy,Low ,scooter ,Metropolitian ,110,Apparel,600
28256,vhff708034460,25,4.9,11.02091,76.940432,11.11091,77.030432,2022-04-06,19:20:00,19:30:00,Sunny,Jam ,motorcycle ,Metropolitian ,85,Sports,600
28257,zvru598775137,34,4.6,10.035573,76.336958,10.085573,76.386958,2022-02-13,21:55:00,22:10:00,Stormy,Jam ,motorcycle ,Urban ,150,Kitchen,900
28258,ykwq397650759,22,4.9,19.131141,72.813074,19.17114,72.853074,2022-03-15,15:55:00,16:00:00,Stormy,Medium ,scooter ,Metropolitian ,130,Apparel,300
28259,ccaq334657172,27,4.7,10.027014,76.308053,10.077014,76.358053,2022-02-17,17:45:00,18:00:00,Windy,Medium ,motorcycle ,Urban ,23,Grocery,900
28260,wvtc659815208,21,4.8,12.970221,77.645396,13.060221,77.735396,2022-04-06,21:55:00,22:00:00,Stormy,Jam ,motorcycle ,Metropolitian ,140,Outdoors,300
28261,cevm249620934,29,4.8,0.0,0.0,0.05,0.05,2022-02-11,19:10:00,19:15:00,Fog,Jam ,motorcycle ,Metropolitian ,31,Grocery,300
28262,bnds783838149,38,5.0,18.55144,73.804855,18.60144,73.854855,2022-03-30,19:20:00,19:35:00,Sandstorms,Jam ,scooter ,Metropolitian ,155,Sports,900
28263,clau693841925,24,4.7,22.74806,75.8934,22.81806,75.9634,2022-03-10,22:15:00,22:30:00,Fog,Low ,motorcycle ,Metropolitian ,110,Books,900
28264,semo748763617,34,4.9,18.53408,73.89852,18.66408,74.02852,2022-03-02,20:50:00,20:55:00,Stormy,Jam ,motorcycle ,Metropolitian ,150,Shoes,300
28265,puba917450646,36,4.9,23.359033,85.325347,23.409033,85.375347,2022-04-05,20:30:00,20:40:00,Sunny,Jam ,scooter ,Metropolitian ,95,Snacks,600
28266,ggsb834600542,23,4.7,0.0,0.0,0.07,0.07,2022-02-16,21:00:00,21:05:00,Sandstorms,Jam ,scooter ,Metropolitian ,115,Outdoors,300
28267,jugl233256274,22,4.6,22.761593,75.886362,22.891593,76.016362,2022-03-14,17:10:00,17:25:00,Sunny,Medium ,scooter ,Metropolitian ,85,Home,900
28268,jjyr200876491,24,4.7,26.911378,75.789034,26.961378,75.839034,2022-03-15,20:15:00,20:20:00,Sunny,Jam ,motorcycle ,Metropolitian ,55,Toys,300
28269,ouxj229713640,24,4.6,11.003669,76.976494,11.083669,77.056494,2022-03-10,20:15:00,20:25:00,Windy,Jam ,scooter ,Metropolitian ,110,Snacks,600
28270,msio159064469,35,4.0,17.430448,78.418213,17.540448,78.528213,2022-03-16,20:30:00,20:40:00,Sunny,Jam ,motorcycle ,Urban ,185,Sports,600
28271,htqc538601725,25,4.2,0.0,0.0,0.05,0.05,2022-02-15,22:30:00,22:35:00,Sandstorms,Low ,motorcycle ,Metropolitian ,125,Sports,300
28272,tcib309962118,39,4.6,13.064181,80.236442,13.174181,80.346442,2022-04-02,20:45:00,21:00:00,Sandstorms,Jam ,motorcycle ,Metropolitian ,145,Apparel,900
28273,psbw497317065,29,4.9,17.450851,78.379347,17.500851,78.429347,2022-03-17,20:55:00,21:05:00,Stormy,Jam ,motorcycle ,Metropolitian ,100,Electronics,600
28274,frve323321707,26,4.5,22.745049,75.892471,22.785049,75.932471,2022-03-01,15:50:00,16:05:00,Stormy,Medium ,van,Metropolitian ,145,Snacks,900
28275,nxny381347746,24,5.0,13.058616,80.264151,13.128616,80.334151,2022-03-02,20:20:00,20:35:00,Sandstorms,Jam ,motorcycle ,Metropolitian ,120,Shoes,900
28276,syew314833480,29,4.7,12.970221,77.645396,13.020221,77.695396,2022-03-05,19:15:00,19:30:00,Cloudy,Jam ,motorcycle ,Metropolitian ,135,Toys,900
28277,hwef510337359,32,4.5,12.323225,76.630028,12.353225,76.660028,2022-03-13,22:55:00,23:00:00,Stormy,Low ,motorcycle ,Metropolitian ,135,Snacks,300
28278,fqyp118366362,38,5.0,18.51421,73.838429,18.52421,73.848429,2022-03-28,11:40:00,11:45:00,Sandstorms,High ,motorcycle ,Metropolitian ,135,Toys,300
28279,pgoz457554250,22,4.8,23.333017,85.3172,23.413017,85.3972,2022-03-04,19:25:00,19:35:00,Cloudy,Jam ,scooter ,Metropolitian ,155,Electronics,600
28280,mnru767928473,37,4.3,21.173493,72.801953,21.303493,72.931953,2022-03-20,20:15:00,20:20:00,Fog,Jam ,motorcycle ,Metropolitian ,180,Home,300
28281,pxlz757907769,35,4.2,0.0,0.0,0.08,0.08,2022-03-06,20:10:00,20:15:00,Stormy,Jam ,motorcycle ,Metropolitian ,215,Jewelry,300
28282,qwii075193851,29,4.6,19.131141,72.813074,19.14114,72.823074,2022-03-11,10:40:00,10:45:00,Windy,Low ,motorcycle ,Metropolitian ,95,Sports,300
28283,vyiy858310249,30,4.8,30.362686,78.06889,30.422686,78.12889,2022-02-13,20:35:00,20:40:00,Sunny,Jam ,motorcycle ,Urban ,20,Grocery,300
28284,pbqc856759765,34,5.0,21.186608,72.794136,21.226608,72.834136,2022-03-05,15:30:00,15:35:00,Fog,Medium ,scooter ,Urban ,75,Shoes,300
28285,fizv314505608,35,4.5,12.297954,76.665169,12.317954,76.685169,2022-03-17,08:25:00,08:35:00,Windy,Low ,scooter ,Metropolitian ,130,Pet Supplies,600
28286,dvkt669275736,34,3.8,22.727021,75.884167,22.797021,75.954167,2022-04-04,19:25:00,19:35:00,Sandstorms,Jam ,scooter ,Metropolitian ,200,Electronics,600
28287,dcmi789490811,23,4.7,0.0,0.0,0.05,0.05,2022-02-11,19:00:00,19:05:00,Windy,Medium ,scooter ,Metropolitian ,140,Sports,300
28288,gzpr325547733,27,4.8,13.022394,80.242439,13.152394,80.372439,2022-03-02,18:00:00,18:15:00,Stormy,Medium ,scooter ,Metropolitian ,105,Home,900
28289,nnwt427916347,30,4.3,26.849596,75.800512,26.959596,75.910512,2022-04-04,20:35:00,20:40:00,Sunny,Jam ,motorcycle ,Metropolitian ,215,Home,300
28290,pfus435739709,28,4.6,21.173343,72.792731,21.213343,72.832731,2022-04-03,13:25:00,13:30:00,Stormy,High ,scooter ,Metropolitian ,105,Outdoors,300
28291,hhjd943239624,28,4.8,0.0,0.0,0.04,0.04,2022-02-13,16:20:00,16:25:00,Fog,Medium ,scooter ,Metropolitian ,95,Kitchen,300
28292,atoa656227044,21,4.4,17.410371,78.437225,17.500371,78.527225,2022-03-23,21:55:00,22:10:00,Fog,Jam ,motorcycle ,Metropolitian ,165,Jewelry,900
28293,fvuf832766723,29,4.8,23.416792,85.316842,23.456792,85.356842,2022-03-07,16:00:00,16:10:00,Fog,Medium ,motorcycle ,Metropolitian ,85,Toys,600
28294,ckec549016440,27,4.3,12.975377,77.696664,12.985377,77.706664,2022-04-05,10:25:00,10:30:00,Sandstorms,Low ,motorcycle ,Metropolitian ,80,Toys,300
28295,kmqz027063477,39,4.7,12.933298,77.614293,12.943298,77.624293,2022-03-26,12:00:00,12:15:00,Cloudy,High ,motorcycle ,Metropolitian ,140,Clothing,900
28296,fzux168580713,33,4.6,22.307898,73.167788,22.377898,73.237788,2022-03-20,23:45:00,00:00:00,Windy,Low ,scooter ,Metropolitian ,140,Shoes,900
28297,xrjz460957645,37,4.5,22.725748,75.898497,22.785747,75.958497,2022-03-15,17:35:00,17:45:00,Sunny,Medium ,scooter ,Urban ,110,Cosmetics,600
28298,apvr982305713,29,4.5,12.933298,77.614293,12.953298,77.634293,2022-03-28,10:40:00,10:55:00,Stormy,Low ,motorcycle ,Urban ,75,Skincare,900
28299,zztp167312085,30,4.7,18.516216,73.842527,18.546216,73.872527,2022-03-28,18:00:00,18:15:00,Sandstorms,Medium ,motorcycle ,Metropolitian ,150,Shoes,900
28300,uzuj347383645,25,4.7,25.454697,81.834492,25.514697,81.894492,2022-02-13,20:00:00,20:15:00,Sunny,Jam ,motorcycle ,Metropolitian ,18,Grocery,900
28301,nner363543292,28,4.8,22.732225,75.874765,22.792225,75.934765,2022-03-13,21:55:00,22:00:00,Stormy,Jam ,motorcycle ,Urban ,180,Skincare,300
28302,uwdm755261738,25,4.8,0.0,0.0,0.01,0.01,2022-04-01,11:45:00,11:50:00,Windy,High ,scooter ,Urban ,130,Kitchen,300
28303,yjjw491825774,33,4.6,27.201725,78.007553,27.251725,78.057553,2022-02-15,19:40:00,19:45:00,Cloudy,Jam ,motorcycle ,Metropolitian ,150,Kitchen,300
28304,ndhg814238010,25,4.7,12.933298,77.614293,12.963298,77.644293,2022-03-07,18:35:00,18:45:00,Sunny,Medium ,motorcycle ,Metropolitian ,115,Cosmetics,600
28305,xbmc122809846,20,4.8,22.753839,75.897429,22.803839,75.947429,2022-04-03,23:30:00,23:35:00,Fog,Low ,motorcycle ,Metropolitian ,70,Snacks,300
28306,mhtd511207928,37,4.7,12.323225,76.630028,12.363225,76.670028,2022-04-05,13:35:00,13:50:00,Stormy,High ,scooter ,Urban ,130,Pet Supplies,900
28307,txhk407607858,28,4.6,12.304569,76.643622,12.324569,76.663622,2022-03-07,10:15:00,10:30:00,Stormy,Low ,motorcycle ,Urban ,80,Shoes,900
28308,gpuf033234555,25,4.6,18.533811,73.899315,18.563811,73.929315,2022-03-01,19:50:00,20:00:00,Sunny,Jam ,scooter ,Urban ,65,Electronics,600
28309,qebu439160090,21,4.8,26.892312,75.806896,27.022313,75.936896,2022-03-27,21:10:00,21:15:00,Windy,Jam ,motorcycle ,Urban ,155,Books,300
28310,zmlz433473485,38,4.7,12.311072,76.654878,12.401072,76.744878,2022-04-02,21:40:00,21:55:00,Fog,Jam ,motorcycle ,Metropolitian ,205,Kitchen,900
28311,pdwp089325057,22,4.9,12.325461,76.632278,12.335461,76.642278,2022-03-13,11:30:00,11:40:00,Fog,High ,scooter ,Metropolitian ,33,Grocery,600
28312,qsbx959676657,27,4.6,12.934365,77.616155,12.974365,77.656155,2022-04-03,16:00:00,16:15:00,Fog,Medium ,motorcycle ,Metropolitian ,135,Books,900
28313,qvjd209541262,22,4.6,22.745536,75.893106,22.795536,75.943106,2022-03-17,19:45:00,19:50:00,Sandstorms,Jam ,van,Urban ,85,Apparel,300
28314,itri897992215,36,4.2,18.546258,73.904337,18.576258,73.934337,2022-03-07,20:10:00,20:15:00,Sandstorms,Jam ,motorcycle ,Urban ,185,Apparel,300
28315,uchv074565761,21,5.0,26.913483,75.803139,26.953483,75.843139,2022-03-11,16:55:00,17:05:00,Sunny,Medium ,motorcycle ,Urban ,55,Jewelry,600
28316,iegy253913799,29,4.9,17.438263,78.397865,17.498263,78.457865,2022-04-03,18:50:00,19:05:00,Sunny,Medium ,van,Metropolitian ,75,Snacks,900
28317,tybf997111715,22,4.3,12.972793,80.249982,13.042793,80.319982,2022-04-02,19:40:00,19:55:00,Cloudy,Jam ,van,Metropolitian ,210,Apparel,900
28318,jxmf618475227,29,4.6,9.979186,76.317361,9.989186,76.327361,2022-02-15,11:45:00,12:00:00,Stormy,High ,motorcycle ,Metropolitian ,80,Shoes,900
28319,hjoe629833410,29,4.7,0.0,0.0,0.03,0.03,2022-03-26,19:45:00,20:00:00,Cloudy,Jam ,motorcycle ,Metropolitian ,110,Toys,900
28320,dfsy965447377,21,4.7,18.994237,72.825553,19.024237,72.855553,2022-03-30,20:35:00,20:40:00,Sandstorms,Jam ,motorcycle ,Urban ,110,Cosmetics,300
28321,higy090172464,32,3.8,26.914142,75.805704,27.054142,75.945704,2022-03-06,21:25:00,21:40:00,Stormy,Jam ,motorcycle ,Metropolitian ,38,Grocery,900
28322,paai283152132,30,3.5,21.149669,72.772629,21.229669,72.852629,2022-03-20,20:25:00,20:35:00,Stormy,Jam ,scooter ,Metropolitian ,200,Snacks,600
28323,btmu864076093,22,4.1,17.431668,78.408321,17.561668,78.538321,2022-03-29,17:25:00,17:30:00,Sandstorms,Medium ,motorcycle ,Metropolitian ,165,Cosmetics,300
28324,xard377711657,34,4.9,19.091458,72.827808,19.171458,72.907808,2022-03-16,18:15:00,18:25:00,Sunny,Medium ,motorcycle ,Metropolitian ,100,Pet Supplies,600
28325,baqn032001243,22,4.7,12.3085,76.665808,12.3385,76.695808,2022-03-21,23:55:00,00:10:00,Cloudy,Low ,scooter ,Other,70,Toys,900
28326,sbjt368993527,39,5.0,21.170096,72.789122,21.220096,72.839122,2022-03-07,21:25:00,21:40:00,Sunny,Jam ,motorcycle ,Metropolitian ,130,Clothing,900
28327,shec965227227,36,4.8,12.906229,77.596791,12.946229,77.636791,2022-04-05,13:40:00,13:55:00,Stormy,High ,scooter ,Metropolitian ,130,Snacks,900
28328,aiox886727093,25,4.7,26.891191,75.802083,27.001191,75.912083,2022-03-18,22:55:00,23:05:00,Fog,Low ,scooter ,Urban ,120,Outdoors,600
28329,uign713785824,25,2.5,12.933298,77.614293,13.003298,77.684293,2022-04-04,23:00:00,23:10:00,Sunny,Low ,scooter ,Metropolitian ,170,Skincare,600
28330,qkuh121886222,33,4.6,15.498603,73.826911,15.528603,73.856911,2022-02-13,19:50:00,20:00:00,Sunny,Jam ,scooter ,Metropolitian ,95,Cosmetics,600
28331,wvzp468156656,25,4.6,12.981615,80.231598,12.991615,80.241598,2022-03-28,11:20:00,11:35:00,Sunny,High ,scooter ,Metropolitian ,65,Skincare,900
28332,sbyc325455031,33,4.5,18.546258,73.904337,18.676258,74.034337,2022-03-16,17:45:00,18:00:00,Stormy,Medium ,scooter ,Metropolitian ,125,Outdoors,900
28333,ziss277009544,21,4.5,21.185047,72.80859,21.205047,72.82859,2022-04-05,10:35:00,10:40:00,Fog,Low ,motorcycle ,Metropolitian ,95,Pet Supplies,300
28334,lgtz773216185,38,4.8,21.170096,72.789122,21.230096,72.849122,2022-03-17,20:45:00,20:50:00,Cloudy,Jam ,motorcycle ,Metropolitian ,145,Shoes,300
28335,tmbr840860372,34,4.4,11.022169,76.999594,11.042169,77.019594,2022-03-24,10:10:00,10:25:00,Sandstorms,Low ,motorcycle ,Metropolitian ,125,Electronics,900
28336,ujmw968502151,32,3.9,22.725748,75.898497,22.835748,76.008497,2022-03-10,22:00:00,22:15:00,Stormy,Jam ,scooter ,Metropolitian ,185,Cosmetics,900
28337,ulrg674394727,24,4.5,0.0,0.0,0.09,0.09,2022-03-16,22:50:00,22:55:00,Windy,Low ,motorcycle ,Metropolitian ,85,Toys,300
28338,goxt362430901,23,4.1,12.3085,76.665808,12.3385,76.695808,2022-03-11,23:15:00,23:20:00,Windy,Low ,motorcycle ,Metropolitian ,105,Shoes,300
28339,gzoq914264338,20,4.5,19.091458,72.827808,19.121458,72.857808,2022-03-13,19:20:00,19:25:00,Fog,Jam ,motorcycle ,Metropolitian ,110,Cosmetics,300
28340,szfh621492691,34,4.3,26.921411,75.793604,26.931411,75.803604,2022-03-30,08:10:00,08:15:00,Sandstorms,Low ,motorcycle ,Metropolitian ,34,Grocery,300
28341,sylg370629243,37,5.0,13.091809,80.219104,13.181809,80.309104,2022-03-04,21:25:00,21:35:00,Sunny,Jam ,motorcycle ,Metropolitian ,95,Home,600
28342,aqvy469216421,39,4.8,17.410371,78.437225,17.420371,78.447225,2022-03-24,11:15:00,11:20:00,Cloudy,High ,motorcycle ,Metropolitian ,170,Sports,300
28343,hmts365219591,30,4.5,23.39925,85.390464,23.43925,85.430464,2022-03-28,17:00:00,17:15:00,Sunny,Medium ,van,Urban ,95,Snacks,900
28344,oamb538117900,20,4.8,17.431668,78.408321,17.541668,78.518321,2022-03-23,22:40:00,22:55:00,Sandstorms,Low ,motorcycle ,Urban ,55,Outdoors,900
28345,skjn582561126,33,4.8,17.483216,78.552111,17.503216,78.572111,2022-03-21,08:40:00,08:50:00,Fog,Low ,van,Urban ,75,Skincare,600
28346,ckch680636217,31,4.9,0.0,0.0,0.04,0.04,2022-04-03,12:35:00,12:45:00,Sandstorms,High ,motorcycle ,Urban ,170,Toys,600
28347,yaay949966618,24,4.7,22.308096,73.167753,22.348096,73.207753,2022-03-03,12:50:00,13:00:00,Windy,High ,van,Urban ,50,Home,600
28348,uuxc080636514,27,4.7,11.001753,76.986241,11.021753,77.006241,2022-03-15,10:55:00,11:10:00,Sunny,Low ,motorcycle ,Urban ,65,Books,900
28349,zdul326266716,38,4.2,17.483216,78.552111,17.513216,78.582111,2022-03-24,18:10:00,18:15:00,Stormy,Medium ,scooter ,Metropolitian ,155,Snacks,300
28350,ajtx920068571,30,4.8,22.745049,75.892471,22.775049,75.922471,2022-04-03,23:20:00,23:35:00,Cloudy,Low ,scooter ,Urban ,75,Pet Supplies,900
28351,bpak063104160,27,4.6,17.431477,78.40035,17.441477,78.41035,2022-03-17,09:10:00,09:20:00,Cloudy,Low ,motorcycle ,Urban ,95,Sports,600
28352,fjfm382397305,38,4.1,23.353783,85.326967,23.403783,85.376967,2022-03-05,22:20:00,22:25:00,Stormy,Low ,motorcycle ,Metropolitian ,115,Clothing,300
28353,oybx442408516,29,4.1,18.994049,72.825203,19.004049,72.835203,2022-03-11,08:50:00,09:00:00,Windy,Low ,motorcycle ,Metropolitian ,110,Skincare,600
28354,dkoe328226269,38,4.5,19.207222,72.972281,19.267222,73.032281,2022-03-26,17:25:00,17:35:00,Fog,Medium ,scooter ,Metropolitian ,95,Clothing,600
28355,dglo017356762,50,6.0,-12.975377,-77.696664,13.015377,77.736664,2022-03-01,NaN ,13:55:00,,NaN ,van,Metropolitian ,75,Cosmetics,10050099
28356,lhxq003518844,31,4.6,22.311844,73.165081,22.361844,73.215081,2022-03-11,20:45:00,20:50:00,Sunny,Jam ,scooter ,Metropolitian ,80,Electronics,300
28357,jiqq286168446,34,4.6,22.728163,75.884212,22.758163,75.914212,2022-04-05,21:25:00,21:30:00,Sandstorms,Jam ,motorcycle ,Metropolitian ,195,Books,300
28358,mpbk789105830,33,4.7,21.185047,72.80859,21.235047,72.85859,2022-04-05,22:50:00,23:00:00,Cloudy,Low ,motorcycle ,Metropolitian ,90,Kitchen,600
28359,whrm001499532,30,4.6,22.310329,73.169083,22.440329,73.299083,2022-03-12,23:20:00,23:35:00,Stormy,Low ,motorcycle ,Metropolitian ,105,Toys,900
