lead_time,portuguese
61,Non Portuguese
74,Non Portuguese
77,Portuguese
184,Non Portuguese
244,Portuguese
77,Portuguese
29,Non Portuguese
179,Portuguese
255,Non Portuguese
253,Non Portuguese
357,Non Portuguese
357,Non Portuguese
133,Non Portuguese
4,Non Portuguese
4,Portuguese
465,Portuguese
465,Portuguese
126,Non Portuguese
30,Non Portuguese
306,Non Portuguese
465,Portuguese
171,Non Portuguese
35,Non Portuguese
465,Portuguese
465,Portuguese
169,Non Portuguese
243,Portuguese
243,Portuguese
314,Portuguese
155,Non Portuguese
243,Portuguese
243,Portuguese
243,Portuguese
243,Portuguese
243,Portuguese
243,Portuguese
160,Portuguese
243,Portuguese
243,Portuguese
243,Portuguese
243,Portuguese
243,Portuguese
243,Portuguese
243,Portuguese
195,Non Portuguese
116,Non Portuguese
80,Non Portuguese
243,Portuguese
243,Portuguese
243,Portuguese
243,Portuguese
243,Portuguese
243,Portuguese
160,Portuguese
17,Non Portuguese
243,Portuguese
243,Portuguese
243,Portuguese
183,Non Portuguese
294,Portuguese
167,Non Portuguese
134,Non Portuguese
298,Non Portuguese
7,Non Portuguese
162,Portuguese
162,Portuguese
109,Non Portuguese
109,Non Portuguese
102,Non Portuguese
204,Non Portuguese
94,Non Portuguese
204,Non Portuguese
150,Non Portuguese
169,Portuguese
211,Non Portuguese
211,Non Portuguese
76,Non Portuguese
62,Non Portuguese
267,Non Portuguese
153,Non Portuguese
146,Non Portuguese
155,Non Portuguese
153,Non Portuguese
77,Non Portuguese
273,Non Portuguese
172,Non Portuguese
153,Non Portuguese
62,Non Portuguese
133,Portuguese
146,Non Portuguese
73,Non Portuguese
56,Non Portuguese
259,Non Portuguese
259,Non Portuguese
136,Non Portuguese
36,Portuguese
10,Non Portuguese
134,Non Portuguese
249,Non Portuguese
146,Non Portuguese
194,Non Portuguese
188,Non Portuguese
191,Non Portuguese
268,Non Portuguese
97,Non Portuguese
12,Non Portuguese
191,Non Portuguese
156,Non Portuguese
174,Portuguese
467,Portuguese
467,Portuguese
174,Non Portuguese
467,Portuguese
467,Portuguese
183,Non Portuguese
467,Portuguese
467,Portuguese
28,Non Portuguese
174,Portuguese
467,Portuguese
31,Portuguese
467,Portuguese
183,Non Portuguese
467,Portuguese
467,Portuguese
95,Non Portuguese
118,Non Portuguese
95,Non Portuguese
74,Non Portuguese
38,Non Portuguese
95,Non Portuguese
95,Non Portuguese
95,Non Portuguese
95,Non Portuguese
175,Non Portuguese
129,Non Portuguese
17,Non Portuguese
17,Non Portuguese
11,Portuguese
147,Non Portuguese
315,Non Portuguese
315,Non Portuguese
29,Non Portuguese
150,Non Portuguese
147,Non Portuguese
147,Non Portuguese
85,Non Portuguese
174,Non Portuguese
38,Non Portuguese
315,Non Portuguese
315,Non Portuguese
315,Non Portuguese
315,Non Portuguese
150,Non Portuguese
43,Non Portuguese
141,Non Portuguese
191,Non Portuguese
296,Non Portuguese
296,Non Portuguese
296,Non Portuguese
61,Non Portuguese
152,Non Portuguese
296,Non Portuguese
296,Non Portuguese
149,Non Portuguese
65,Non Portuguese
157,Non Portuguese
94,Portuguese
120,Portuguese
119,Portuguese
10,Portuguese
120,Portuguese
120,Portuguese
96,Portuguese
180,Non Portuguese
120,Portuguese
80,Portuguese
20,Portuguese
10,Portuguese
35,Non Portuguese
104,Non Portuguese
41,Non Portuguese
41,Non Portuguese
31,Non Portuguese
76,Non Portuguese
468,Portuguese
468,Portuguese
490,Portuguese
468,Portuguese
33,Non Portuguese
490,Portuguese
60,Non Portuguese
490,Portuguese
468,Portuguese
468,Portuguese
490,Portuguese
67,Non Portuguese
468,Portuguese
490,Portuguese
490,Portuguese
468,Portuguese
468,Portuguese
490,Portuguese
490,Portuguese
276,Non Portuguese
468,Portuguese
468,Portuguese
490,Portuguese
468,Portuguese
61,Non Portuguese
468,Portuguese
47,Non Portuguese
468,Portuguese
128,Non Portuguese
98,Non Portuguese
248,Non Portuguese
102,Non Portuguese
36,Non Portuguese
58,Non Portuguese
128,Non Portuguese
69,Non Portuguese
88,Non Portuguese
236,Non Portuguese
236,Non Portuguese
129,Non Portuguese
206,Non Portuguese
168,Non Portuguese
15,Non Portuguese
15,Non Portuguese
96,Non Portuguese
155,Non Portuguese
185,Portuguese
155,Non Portuguese
130,Portuguese
158,Non Portuguese
12,Non Portuguese
58,Non Portuguese
11,Non Portuguese
123,Non Portuguese
16,Non Portuguese
63,Non Portuguese
8,Portuguese
47,Non Portuguese
173,Portuguese
13,Non Portuguese
305,Non Portuguese
9,Non Portuguese
45,Non Portuguese
47,Non Portuguese
305,Non Portuguese
171,Portuguese
261,Non Portuguese
145,Non Portuguese
171,Portuguese
196,Non Portuguese
305,Non Portuguese
96,Non Portuguese
242,Non Portuguese
59,Portuguese
333,Non Portuguese
67,Portuguese
103,Non Portuguese
205,Non Portuguese
109,Non Portuguese
162,Non Portuguese
21,Non Portuguese
195,Portuguese
5,Portuguese
98,Non Portuguese
260,Non Portuguese
302,Non Portuguese
302,Non Portuguese
70,Non Portuguese
69,Non Portuguese
66,Non Portuguese
302,Non Portuguese
302,Non Portuguese
302,Non Portuguese
302,Non Portuguese
174,Non Portuguese
75,Non Portuguese
174,Non Portuguese
37,Non Portuguese
62,Non Portuguese
174,Non Portuguese
174,Non Portuguese
79,Non Portuguese
164,Non Portuguese
79,Non Portuguese
81,Non Portuguese
45,Non Portuguese
94,Non Portuguese
179,Non Portuguese
184,Non Portuguese
152,Non Portuguese
54,Portuguese
155,Non Portuguese
99,Non Portuguese
160,Portuguese
160,Portuguese
134,Non Portuguese
315,Non Portuguese
315,Non Portuguese
315,Non Portuguese
315,Non Portuguese
493,Portuguese
21,Portuguese
493,Portuguese
493,Portuguese
493,Portuguese
493,Portuguese
493,Portuguese
493,Portuguese
19,Portuguese
64,Non Portuguese
493,Portuguese
493,Portuguese
493,Portuguese
64,Non Portuguese
69,Non Portuguese
255,Non Portuguese
23,Non Portuguese
23,Non Portuguese
113,Non Portuguese
21,Non Portuguese
87,Non Portuguese
29,Non Portuguese
102,Non Portuguese
139,Non Portuguese
253,Non Portuguese
36,Non Portuguese
141,Non Portuguese
132,Portuguese
188,Portuguese
52,Non Portuguese
149,Non Portuguese
97,Non Portuguese
207,Non Portuguese
247,Non Portuguese
300,Non Portuguese
138,Non Portuguese
331,Non Portuguese
285,Non Portuguese
200,Non Portuguese
85,Non Portuguese
170,Non Portuguese
20,Non Portuguese
111,Non Portuguese
64,Non Portuguese
63,Portuguese
168,Non Portuguese
72,Non Portuguese
168,Non Portuguese
306,Non Portuguese
65,Portuguese
208,Portuguese
75,Non Portuguese
22,Non Portuguese
130,Non Portuguese
130,Non Portuguese
130,Non Portuguese
200,Non Portuguese
69,Non Portuguese
92,Non Portuguese
130,Non Portuguese
104,Non Portuguese
102,Portuguese
24,Non Portuguese
182,Non Portuguese
334,Non Portuguese
157,Non Portuguese
24,Non Portuguese
224,Non Portuguese
230,Non Portuguese
96,Non Portuguese
190,Non Portuguese
230,Non Portuguese
199,Non Portuguese
307,Non Portuguese
306,Non Portuguese
328,Non Portuguese
243,Non Portuguese
243,Non Portuguese
155,Non Portuguese
227,Non Portuguese
60,Non Portuguese
41,Non Portuguese
2,Portuguese
2,Portuguese
25,Non Portuguese
308,Non Portuguese
62,Portuguese
320,Non Portuguese
69,Portuguese
157,Non Portuguese
64,Non Portuguese
110,Non Portuguese
101,Portuguese
19,Non Portuguese
170,Non Portuguese
155,Non Portuguese
171,Non Portuguese
107,Non Portuguese
146,Non Portuguese
101,Portuguese
110,Non Portuguese
107,Non Portuguese
141,Non Portuguese
173,Non Portuguese
194,Non Portuguese
157,Non Portuguese
106,Non Portuguese
211,Non Portuguese
51,Portuguese
211,Non Portuguese
211,Non Portuguese
16,Non Portuguese
62,Portuguese
156,Non Portuguese
331,Non Portuguese
174,Non Portuguese
92,Non Portuguese
315,Non Portuguese
180,Portuguese
87,Non Portuguese
314,Non Portuguese
158,Non Portuguese
266,Non Portuguese
84,Portuguese
84,Portuguese
2,Portuguese
2,Portuguese
128,Non Portuguese
389,Non Portuguese
80,Non Portuguese
158,Non Portuguese
185,Non Portuguese
195,Non Portuguese
340,Non Portuguese
65,Non Portuguese
151,Non Portuguese
159,Non Portuguese
300,Portuguese
300,Portuguese
340,Non Portuguese
78,Non Portuguese
340,Non Portuguese
81,Non Portuguese
49,Non Portuguese
200,Non Portuguese
210,Non Portuguese
178,Portuguese
79,Non Portuguese
210,Non Portuguese
54,Non Portuguese
198,Non Portuguese
198,Non Portuguese
164,Portuguese
8,Portuguese
82,Non Portuguese
191,Non Portuguese
170,Non Portuguese
191,Non Portuguese
138,Non Portuguese
191,Non Portuguese
223,Non Portuguese
223,Non Portuguese
314,Non Portuguese
98,Non Portuguese
140,Non Portuguese
62,Non Portuguese
72,Portuguese
72,Portuguese
19,Non Portuguese
49,Non Portuguese
63,Non Portuguese
216,Non Portuguese
120,Portuguese
124,Non Portuguese
146,Non Portuguese
139,Non Portuguese
139,Non Portuguese
173,Non Portuguese
102,Non Portuguese
173,Non Portuguese
265,Portuguese
265,Portuguese
4,Portuguese
147,Non Portuguese
4,Portuguese
103,Non Portuguese
258,Non Portuguese
138,Non Portuguese
84,Non Portuguese
333,Non Portuguese
271,Non Portuguese
262,Non Portuguese
172,Non Portuguese
185,Non Portuguese
22,Non Portuguese
127,Non Portuguese
22,Non Portuguese
181,Non Portuguese
87,Non Portuguese
265,Non Portuguese
111,Non Portuguese
107,Non Portuguese
318,Portuguese
335,Non Portuguese
168,Non Portuguese
172,Non Portuguese
172,Non Portuguese
172,Non Portuguese
0,Non Portuguese
48,Non Portuguese
112,Non Portuguese
123,Non Portuguese
150,Non Portuguese
188,Non Portuguese
169,Non Portuguese
26,Portuguese
123,Non Portuguese
112,Non Portuguese
150,Non Portuguese
7,Non Portuguese
78,Non Portuguese
89,Non Portuguese
179,Non Portuguese
206,Non Portuguese
115,Non Portuguese
0,Portuguese
111,Non Portuguese
148,Non Portuguese
46,Non Portuguese
281,Non Portuguese
111,Non Portuguese
194,Non Portuguese
274,Non Portuguese
104,Non Portuguese
15,Non Portuguese
131,Non Portuguese
204,Non Portuguese
143,Non Portuguese
257,Non Portuguese
262,Non Portuguese
14,Non Portuguese
152,Non Portuguese
82,Non Portuguese
160,Portuguese
21,Non Portuguese
35,Portuguese
478,Portuguese
478,Portuguese
478,Portuguese
120,Portuguese
478,Portuguese
120,Portuguese
478,Portuguese
478,Portuguese
478,Portuguese
478,Portuguese
158,Non Portuguese
36,Non Portuguese
177,Non Portuguese
86,Non Portuguese
478,Portuguese
478,Portuguese
35,Portuguese
326,Non Portuguese
187,Non Portuguese
30,Non Portuguese
86,Non Portuguese
0,Portuguese
174,Portuguese
174,Portuguese
161,Non Portuguese
174,Portuguese
170,Non Portuguese
169,Non Portuguese
478,Portuguese
169,Non Portuguese
239,Non Portuguese
310,Non Portuguese
275,Non Portuguese
170,Non Portuguese
324,Non Portuguese
185,Non Portuguese
185,Portuguese
324,Non Portuguese
364,Portuguese
66,Portuguese
216,Non Portuguese
180,Non Portuguese
201,Non Portuguese
0,Portuguese
73,Non Portuguese
37,Non Portuguese
278,Non Portuguese
0,Non Portuguese
22,Non Portuguese
246,Non Portuguese
28,Non Portuguese
28,Non Portuguese
102,Non Portuguese
195,Non Portuguese
6,Non Portuguese
268,Non Portuguese
36,Portuguese
23,Portuguese
479,Portuguese
7,Portuguese
479,Portuguese
132,Non Portuguese
269,Non Portuguese
132,Non Portuguese
268,Non Portuguese
269,Non Portuguese
28,Non Portuguese
479,Portuguese
6,Non Portuguese
128,Non Portuguese
191,Non Portuguese
191,Non Portuguese
128,Non Portuguese
128,Non Portuguese
128,Non Portuguese
148,Portuguese
201,Non Portuguese
191,Non Portuguese
42,Non Portuguese
43,Non Portuguese
41,Non Portuguese
226,Non Portuguese
121,Non Portuguese
224,Non Portuguese
0,Portuguese
180,Non Portuguese
167,Non Portuguese
167,Non Portuguese
180,Non Portuguese
186,Non Portuguese
45,Non Portuguese
217,Non Portuguese
45,Non Portuguese
164,Non Portuguese
152,Non Portuguese
184,Non Portuguese
125,Portuguese
202,Non Portuguese
125,Portuguese
109,Non Portuguese
125,Portuguese
55,Non Portuguese
184,Non Portuguese
125,Portuguese
184,Non Portuguese
125,Portuguese
156,Non Portuguese
152,Non Portuguese
45,Non Portuguese
188,Portuguese
159,Non Portuguese
112,Non Portuguese
256,Non Portuguese
112,Non Portuguese
94,Non Portuguese
337,Non Portuguese
94,Non Portuguese
22,Non Portuguese
181,Portuguese
164,Portuguese
179,Non Portuguese
166,Portuguese
178,Portuguese
121,Non Portuguese
54,Non Portuguese
54,Non Portuguese
109,Non Portuguese
31,Portuguese
88,Non Portuguese
132,Non Portuguese
264,Non Portuguese
27,Non Portuguese
23,Non Portuguese
111,Non Portuguese
347,Non Portuguese
118,Non Portuguese
160,Non Portuguese
178,Non Portuguese
283,Non Portuguese
283,Non Portuguese
169,Non Portuguese
88,Non Portuguese
87,Non Portuguese
187,Non Portuguese
170,Non Portuguese
54,Non Portuguese
257,Non Portuguese
29,Non Portuguese
160,Non Portuguese
237,Non Portuguese
29,Non Portuguese
144,Non Portuguese
303,Non Portuguese
260,Non Portuguese
170,Non Portuguese
259,Non Portuguese
226,Non Portuguese
43,Non Portuguese
288,Non Portuguese
0,Portuguese
92,Portuguese
188,Non Portuguese
140,Non Portuguese
197,Non Portuguese
197,Non Portuguese
251,Non Portuguese
143,Non Portuguese
189,Non Portuguese
504,Portuguese
504,Portuguese
504,Portuguese
504,Portuguese
164,Portuguese
143,Non Portuguese
164,Non Portuguese
27,Non Portuguese
504,Portuguese
172,Non Portuguese
115,Non Portuguese
30,Non Portuguese
283,Non Portuguese
115,Non Portuguese
283,Non Portuguese
153,Non Portuguese
50,Non Portuguese
289,Portuguese
172,Non Portuguese
102,Non Portuguese
123,Portuguese
160,Non Portuguese
167,Non Portuguese
123,Portuguese
125,Non Portuguese
125,Non Portuguese
154,Non Portuguese
85,Non Portuguese
51,Non Portuguese
181,Non Portuguese
51,Non Portuguese
181,Non Portuguese
88,Non Portuguese
264,Non Portuguese
118,Non Portuguese
13,Non Portuguese
78,Non Portuguese
13,Non Portuguese
29,Non Portuguese
20,Non Portuguese
63,Non Portuguese
51,Portuguese
33,Non Portuguese
46,Non Portuguese
63,Non Portuguese
39,Non Portuguese
63,Non Portuguese
70,Non Portuguese
33,Non Portuguese
325,Non Portuguese
257,Non Portuguese
162,Non Portuguese
105,Non Portuguese
115,Portuguese
63,Non Portuguese
133,Non Portuguese
158,Non Portuguese
155,Non Portuguese
170,Non Portuguese
140,Portuguese
143,Portuguese
130,Non Portuguese
102,Non Portuguese
116,Non Portuguese
130,Non Portuguese
207,Non Portuguese
105,Non Portuguese
105,Non Portuguese
32,Non Portuguese
61,Non Portuguese
73,Non Portuguese
73,Non Portuguese
27,Non Portuguese
36,Portuguese
49,Non Portuguese
27,Non Portuguese
224,Non Portuguese
101,Non Portuguese
186,Non Portuguese
122,Non Portuguese
108,Non Portuguese
108,Non Portuguese
83,Non Portuguese
32,Non Portuguese
100,Non Portuguese
146,Non Portuguese
140,Portuguese
274,Non Portuguese
164,Non Portuguese
118,Non Portuguese
153,Non Portuguese
135,Non Portuguese
176,Non Portuguese
145,Non Portuguese
204,Non Portuguese
142,Portuguese
148,Portuguese
201,Portuguese
189,Non Portuguese
229,Non Portuguese
183,Non Portuguese
507,Portuguese
507,Portuguese
507,Portuguese
507,Portuguese
507,Portuguese
507,Portuguese
40,Non Portuguese
507,Portuguese
507,Portuguese
60,Non Portuguese
507,Portuguese
507,Portuguese
35,Non Portuguese
11,Portuguese
78,Non Portuguese
11,Portuguese
63,Non Portuguese
209,Non Portuguese
37,Non Portuguese
54,Non Portuguese
31,Non Portuguese
148,Non Portuguese
158,Non Portuguese
267,Portuguese
209,Non Portuguese
97,Non Portuguese
308,Non Portuguese
309,Non Portuguese
309,Non Portuguese
114,Non Portuguese
217,Non Portuguese
191,Non Portuguese
309,Non Portuguese
57,Non Portuguese
281,Portuguese
215,Non Portuguese
49,Non Portuguese
191,Non Portuguese
314,Non Portuguese
90,Portuguese
276,Non Portuguese
135,Non Portuguese
287,Non Portuguese
303,Non Portuguese
36,Portuguese
41,Non Portuguese
303,Non Portuguese
168,Non Portuguese
132,Portuguese
25,Portuguese
54,Non Portuguese
0,Portuguese
180,Portuguese
158,Non Portuguese
75,Non Portuguese
132,Portuguese
168,Non Portuguese
176,Non Portuguese
15,Non Portuguese
182,Non Portuguese
36,Portuguese
158,Non Portuguese
303,Non Portuguese
335,Non Portuguese
180,Portuguese
13,Portuguese
47,Portuguese
94,Non Portuguese
41,Non Portuguese
13,Portuguese
71,Non Portuguese
195,Non Portuguese
84,Non Portuguese
88,Non Portuguese
25,Non Portuguese
316,Non Portuguese
92,Portuguese
84,Non Portuguese
293,Non Portuguese
330,Non Portuguese
185,Non Portuguese
92,Portuguese
293,Non Portuguese
106,Non Portuguese
77,Non Portuguese
92,Portuguese
35,Portuguese
210,Non Portuguese
233,Non Portuguese
136,Non Portuguese
142,Non Portuguese
274,Non Portuguese
142,Non Portuguese
216,Non Portuguese
142,Non Portuguese
142,Non Portuguese
136,Non Portuguese
53,Non Portuguese
102,Non Portuguese
142,Non Portuguese
102,Non Portuguese
317,Non Portuguese
210,Non Portuguese
261,Portuguese
116,Non Portuguese
280,Non Portuguese
98,Non Portuguese
198,Non Portuguese
307,Non Portuguese
181,Non Portuguese
294,Non Portuguese
216,Non Portuguese
319,Non Portuguese
126,Non Portuguese
101,Non Portuguese
296,Non Portuguese
185,Non Portuguese
181,Non Portuguese
205,Portuguese
14,Portuguese
15,Portuguese
275,Non Portuguese
140,Non Portuguese
55,Non Portuguese
149,Portuguese
140,Non Portuguese
85,Non Portuguese
92,Non Portuguese
218,Non Portuguese
119,Non Portuguese
89,Non Portuguese
15,Non Portuguese
283,Non Portuguese
30,Non Portuguese
104,Non Portuguese
207,Non Portuguese
118,Portuguese
93,Non Portuguese
72,Non Portuguese
1,Portuguese
203,Non Portuguese
115,Non Portuguese
204,Non Portuguese
200,Non Portuguese
186,Non Portuguese
82,Portuguese
151,Non Portuguese
101,Non Portuguese
171,Non Portuguese
151,Non Portuguese
163,Non Portuguese
229,Non Portuguese
116,Non Portuguese
96,Non Portuguese
114,Non Portuguese
173,Non Portuguese
199,Non Portuguese
199,Non Portuguese
177,Non Portuguese
173,Non Portuguese
206,Non Portuguese
160,Non Portuguese
23,Non Portuguese
179,Non Portuguese
102,Non Portuguese
213,Non Portuguese
213,Non Portuguese
213,Non Portuguese
213,Non Portuguese
213,Non Portuguese
50,Non Portuguese
213,Non Portuguese
213,Non Portuguese
102,Non Portuguese
213,Non Portuguese
213,Non Portuguese
213,Non Portuguese
213,Non Portuguese
13,Non Portuguese
102,Non Portuguese
213,Non Portuguese
141,Portuguese
179,Non Portuguese
29,Portuguese
12,Non Portuguese
20,Portuguese
121,Non Portuguese
17,Non Portuguese
121,Non Portuguese
213,Non Portuguese
38,Non Portuguese
278,Non Portuguese
121,Non Portuguese
121,Non Portuguese
52,Non Portuguese
121,Non Portuguese
121,Non Portuguese
173,Non Portuguese
97,Portuguese
104,Non Portuguese
121,Non Portuguese
202,Non Portuguese
214,Non Portuguese
140,Non Portuguese
230,Non Portuguese
210,Non Portuguese
123,Non Portuguese
301,Non Portuguese
119,Non Portuguese
214,Non Portuguese
214,Non Portuguese
200,Non Portuguese
109,Non Portuguese
186,Non Portuguese
106,Portuguese
184,Non Portuguese
94,Portuguese
114,Portuguese
38,Non Portuguese
140,Portuguese
2,Non Portuguese
44,Non Portuguese
140,Portuguese
77,Portuguese
140,Portuguese
0,Portuguese
45,Non Portuguese
44,Non Portuguese
140,Portuguese
162,Portuguese
162,Portuguese
162,Portuguese
95,Non Portuguese
215,Non Portuguese
162,Portuguese
162,Portuguese
162,Portuguese
162,Portuguese
95,Portuguese
162,Portuguese
162,Portuguese
162,Portuguese
162,Portuguese
248,Non Portuguese
95,Non Portuguese
162,Portuguese
162,Portuguese
162,Portuguese
215,Non Portuguese
162,Portuguese
162,Portuguese
162,Portuguese
195,Non Portuguese
212,Non Portuguese
158,Portuguese
106,Non Portuguese
103,Non Portuguese
95,Portuguese
95,Portuguese
95,Non Portuguese
211,Non Portuguese
195,Non Portuguese
164,Portuguese
12,Non Portuguese
176,Non Portuguese
207,Non Portuguese
121,Portuguese
205,Non Portuguese
213,Non Portuguese
202,Portuguese
331,Non Portuguese
139,Non Portuguese
202,Portuguese
331,Non Portuguese
139,Non Portuguese
0,Non Portuguese
73,Portuguese
231,Non Portuguese
143,Non Portuguese
203,Non Portuguese
99,Non Portuguese
6,Non Portuguese
143,Non Portuguese
99,Non Portuguese
165,Non Portuguese
115,Non Portuguese
186,Non Portuguese
114,Portuguese
242,Non Portuguese
108,Portuguese
194,Non Portuguese
171,Non Portuguese
148,Portuguese
121,Non Portuguese
123,Portuguese
107,Non Portuguese
217,Non Portuguese
272,Non Portuguese
155,Non Portuguese
248,Non Portuguese
0,Portuguese
253,Non Portuguese
114,Non Portuguese
114,Non Portuguese
151,Non Portuguese
237,Non Portuguese
12,Non Portuguese
179,Non Portuguese
148,Non Portuguese
147,Non Portuguese
147,Non Portuguese
150,Portuguese
180,Portuguese
188,Non Portuguese
150,Non Portuguese
98,Non Portuguese
176,Non Portuguese
102,Portuguese
116,Non Portuguese
151,Non Portuguese
218,Portuguese
223,Non Portuguese
187,Non Portuguese
223,Non Portuguese
256,Non Portuguese
199,Non Portuguese
252,Non Portuguese
144,Non Portuguese
229,Non Portuguese
211,Non Portuguese
346,Non Portuguese
106,Non Portuguese
39,Non Portuguese
117,Portuguese
41,Non Portuguese
105,Non Portuguese
189,Portuguese
188,Portuguese
105,Non Portuguese
189,Portuguese
41,Non Portuguese
40,Portuguese
40,Portuguese
40,Portuguese
160,Non Portuguese
162,Non Portuguese
160,Non Portuguese
173,Non Portuguese
177,Non Portuguese
12,Portuguese
77,Non Portuguese
91,Non Portuguese
154,Non Portuguese
38,Portuguese
42,Non Portuguese
141,Non Portuguese
81,Non Portuguese
57,Non Portuguese
33,Non Portuguese
17,Non Portuguese
33,Non Portuguese
34,Non Portuguese
67,Portuguese
51,Portuguese
52,Non Portuguese
138,Non Portuguese
43,Non Portuguese
317,Non Portuguese
56,Non Portuguese
159,Portuguese
161,Portuguese
175,Non Portuguese
121,Non Portuguese
217,Non Portuguese
0,Portuguese
2,Portuguese
52,Non Portuguese
149,Non Portuguese
59,Non Portuguese
34,Non Portuguese
164,Non Portuguese
329,Non Portuguese
223,Non Portuguese
29,Non Portuguese
329,Non Portuguese
163,Non Portuguese
57,Non Portuguese
45,Non Portuguese
185,Non Portuguese
93,Non Portuguese
185,Non Portuguese
12,Non Portuguese
265,Non Portuguese
265,Non Portuguese
265,Non Portuguese
301,Non Portuguese
13,Non Portuguese
265,Non Portuguese
301,Non Portuguese
138,Non Portuguese
76,Non Portuguese
158,Non Portuguese
157,Portuguese
139,Portuguese
239,Non Portuguese
457,Portuguese
457,Portuguese
159,Non Portuguese
43,Non Portuguese
115,Portuguese
457,Portuguese
457,Portuguese
39,Non Portuguese
115,Portuguese
457,Portuguese
457,Portuguese
50,Non Portuguese
159,Non Portuguese
457,Portuguese
204,Non Portuguese
94,Portuguese
222,Non Portuguese
222,Non Portuguese
94,Portuguese
191,Non Portuguese
222,Non Portuguese
295,Non Portuguese
235,Non Portuguese
109,Portuguese
94,Portuguese
94,Portuguese
184,Non Portuguese
219,Non Portuguese
267,Non Portuguese
99,Non Portuguese
15,Portuguese
83,Portuguese
228,Non Portuguese
458,Portuguese
209,Non Portuguese
118,Non Portuguese
210,Non Portuguese
78,Portuguese
81,Non Portuguese
65,Portuguese
28,Non Portuguese
89,Portuguese
50,Portuguese
64,Portuguese
518,Portuguese
234,Non Portuguese
518,Portuguese
518,Portuguese
134,Portuguese
518,Portuguese
237,Non Portuguese
232,Portuguese
33,Non Portuguese
79,Non Portuguese
66,Non Portuguese
120,Non Portuguese
162,Non Portuguese
50,Non Portuguese
19,Non Portuguese
123,Non Portuguese
21,Non Portuguese
205,Non Portuguese
9,Non Portuguese
227,Non Portuguese
195,Non Portuguese
47,Non Portuguese
71,Non Portuguese
227,Non Portuguese
195,Non Portuguese
194,Portuguese
195,Non Portuguese
38,Portuguese
89,Non Portuguese
19,Portuguese
28,Non Portuguese
38,Portuguese
66,Non Portuguese
41,Non Portuguese
14,Portuguese
210,Non Portuguese
116,Non Portuguese
20,Non Portuguese
17,Non Portuguese
116,Non Portuguese
34,Portuguese
330,Non Portuguese
168,Non Portuguese
33,Non Portuguese
121,Non Portuguese
10,Non Portuguese
25,Portuguese
120,Portuguese
36,Non Portuguese
189,Portuguese
158,Non Portuguese
181,Non Portuguese
158,Non Portuguese
137,Portuguese
69,Non Portuguese
7,Portuguese
182,Non Portuguese
279,Non Portuguese
368,Portuguese
305,Non Portuguese
28,Non Portuguese
278,Non Portuguese
50,Portuguese
168,Non Portuguese
162,Portuguese
43,Non Portuguese
184,Portuguese
161,Non Portuguese
206,Non Portuguese
213,Portuguese
35,Non Portuguese
213,Portuguese
33,Portuguese
219,Non Portuguese
321,Non Portuguese
112,Non Portuguese
212,Portuguese
260,Non Portuguese
41,Non Portuguese
70,Non Portuguese
222,Non Portuguese
521,Portuguese
521,Portuguese
521,Portuguese
521,Portuguese
11,Non Portuguese
521,Portuguese
521,Portuguese
521,Portuguese
521,Portuguese
521,Portuguese
521,Portuguese
228,Non Portuguese
42,Non Portuguese
184,Non Portuguese
26,Non Portuguese
43,Non Portuguese
210,Non Portuguese
171,Non Portuguese
209,Non Portuguese
127,Non Portuguese
350,Non Portuguese
234,Non Portuguese
223,Non Portuguese
146,Non Portuguese
158,Portuguese
135,Portuguese
123,Non Portuguese
48,Non Portuguese
320,Non Portuguese
33,Non Portuguese
23,Non Portuguese
30,Non Portuguese
220,Non Portuguese
47,Non Portuguese
207,Portuguese
13,Non Portuguese
73,Non Portuguese
190,Non Portuguese
207,Portuguese
176,Non Portuguese
48,Non Portuguese
215,Non Portuguese
215,Non Portuguese
65,Non Portuguese
184,Portuguese
134,Non Portuguese
68,Non Portuguese
134,Non Portuguese
155,Non Portuguese
222,Non Portuguese
155,Non Portuguese
177,Portuguese
50,Non Portuguese
222,Non Portuguese
177,Portuguese
131,Non Portuguese
155,Non Portuguese
155,Non Portuguese
221,Non Portuguese
155,Non Portuguese
222,Non Portuguese
75,Non Portuguese
23,Non Portuguese
14,Non Portuguese
112,Non Portuguese
241,Non Portuguese
117,Non Portuguese
261,Non Portuguese
245,Portuguese
261,Non Portuguese
119,Non Portuguese
156,Portuguese
218,Non Portuguese
210,Non Portuguese
265,Portuguese
258,Portuguese
258,Portuguese
258,Portuguese
258,Portuguese
258,Portuguese
258,Portuguese
258,Portuguese
258,Portuguese
258,Portuguese
258,Portuguese
258,Portuguese
258,Portuguese
258,Portuguese
258,Portuguese
258,Portuguese
258,Portuguese
258,Portuguese
258,Portuguese
258,Portuguese
258,Portuguese
265,Portuguese
265,Portuguese
265,Portuguese
265,Portuguese
265,Portuguese
265,Portuguese
265,Portuguese
265,Portuguese
265,Portuguese
265,Portuguese
265,Portuguese
265,Portuguese
265,Portuguese
265,Portuguese
265,Portuguese
265,Portuguese
265,Portuguese
265,Portuguese
265,Portuguese
272,Portuguese
272,Portuguese
272,Portuguese
272,Portuguese
272,Portuguese
272,Portuguese
272,Portuguese
272,Portuguese
272,Portuguese
272,Portuguese
272,Portuguese
272,Portuguese
272,Portuguese
272,Portuguese
272,Portuguese
272,Portuguese
272,Portuguese
272,Portuguese
272,Portuguese
272,Portuguese
279,Portuguese
279,Portuguese
279,Portuguese
279,Portuguese
